缺血缺氧性脑病	{'神志不清', '血缺氧', '肌张力降低', '胎粪污染', '瞳孔不对称', '内出血', '吸吮反射消失', '窒息', '易激惹', '对光反应消失', '反应迟钝', '呼吸不规则', '颅内出血', '嗜睡', '惊厥'}
气胸	{'呼吸音减弱', '胸痛', '呼吸困难', '气胸', '内出血', '创伤', '烦躁不安', '窒息', '面色苍白', '胸腔积液', '昏迷', '哮鸣音', '肺部感染', '胸膜粘连', '干咳', '气急', '胸闷', '血压下降', '脓胸', '震颤', '咳嗽', '皮肤湿冷', '咯血', '恐惧', '张力性气胸', '冷汗', '休克', '血胸', '血沉增快', '紧张', '发绀'}
球孢子菌病	{'结节', '淋巴结肿大'}
禽流感	{'败血症', '胸腔积液', '流感样症状', '头痛', '咳嗽', '腹泻', '腹痛', '水样便', '肾功能衰竭', '急性呼吸窘迫综合征', '鼻塞', '咽痛', '全血细胞减少', '休克', '恶心'}
迁延性肺嗜酸粒细胞浸润症	{'咳嗽', '体重减轻', '乏力', '咯血', '气急', '盗汗', '呼吸衰竭', '湿罗音'}
气管肿瘤	{'气短', '咳嗽', '呼吸困难', '鳞状上皮', '吞咽困难', '生长缓慢', '声音嘶哑', '肺部化脓性感染', '食管瘘', '溃疡'}
气管先天性疾病	{'三凹征', '咳嗽', '呼吸困难', '气急', '喂食困难', '食管瘘', '呛咳', '发绀'}
气管、支气管狭窄	{'咳嗽', '呼吸困难', '呼吸音低', '湿罗音', '支气管狭窄'}
乳酸性酸中毒	{'腹痛', '紫绀', '呕吐', '昏迷', '休克', '神志模糊', '恶心', '木僵', '嗜睡'}
热带性肺嗜酸粒细胞浸润症	{'肺间质纤维化', '咳嗽', '乏力', '肺纤维化', '痰多', '淋巴结肿大', '胸闷', '厌食', '心律失常', '哮鸣音'}
手术后和创伤后肺炎	{'肺不张', '肺栓塞'}
鼾症	{'健忘', '遗尿', '打鼾', '心脏肥大', '睡眠呼吸暂停', '高血压', '嗜睡'}
特发性肺纤维化	{'继发感染', '关节酸痛', '咳嗽', '咳痰', '乏力', '呼吸困难', '循环衰竭', '干咳', '食欲不振', '劳力性呼吸困难', '脓痰', '黏液脓性痰', '右心衰竭', '消瘦', '呼吸衰竭', '端坐呼吸', '发绀'}
脱屑性间质性肺炎	{'胸痛', '蜂窝肺', '体重减轻', '呼吸困难', '乏力', '气胸', '干咳', '食欲不振', '杵状指（趾）', '活动后气促', '淋巴结肿大', '结节', '发绀'}
特发性阻塞性细支气管炎伴机化性肺炎	{'咳嗽', '乏力', '消瘦', '捻发音'}
特发性含铁血黄素沉着症	{'肺间质纤维化', '咳嗽', '气短', '乏力', '呼吸困难', '咯血', '胸痛', '反复出血', '贫血貌', '脾大', '肺泡出血', '贫血', '心悸', '缺铁性贫血', '心跳加快', '慢性咳嗽', '呼吸衰竭', '低热', '哮鸣音', '面色苍白'}
外源性过敏性肺泡炎	{'肺间质纤维化', '体重减轻', '呼吸困难', '紫绀', '气急', '干咳', '劳力性呼吸困难', '心动过速', '寒战', '胸闷', '湿罗音', '呼吸衰竭'}
小儿结核病	{'咳嗽', '头痛', '腹泻', '咯血', '呼吸困难', '腹痛', '结核中毒', '疲乏', '盗汗', '食欲减退', '疱疹', '消瘦', '无力', '低热', '高热'}
新生儿呼吸窘迫综合征	{'心力衰竭', '紫绀', '气胸', '焦虑', '肺不张'}
吸入性损伤	{'呼吸音减弱', '呼吸困难', '窒息', '喉头水肿', '呼吸衰竭', '左心衰竭', '呼吸音低', '支气管痉挛', '吞咽困难', '口唇发绀', '心率增快', '充血', '昏迷', '声音嘶哑', '中度吸入性损伤', '谵妄', '溃疡', '哮鸣音', '肺部感染', '粘膜充血', '湿罗音', '水肿', '水泡', '咳嗽', '呼吸功能衰竭', '肺不张', '咳血', '发绀'}
小儿金黄色葡萄球菌肺炎	{'呼吸音减弱', '气胸', '麻痹', '烦躁不安', '腹胀', '脓疱', '皮疹', '呕吐', '猩红热样皮疹', '低热', '惊厥', '高热', '脓肿', '呻吟', '湿罗音', '脓胸', '咳嗽', '腹泻', '肠麻痹', '休克', '嗜睡', '疖肿'}
小儿急性支气管炎	{'头痛', '腹泻', '胸痛', '腹痛', '咳嗽', '干咳', '呕吐', '细菌感染', '湿罗音', '疲劳'}
小儿流行性感冒	{'背痛', '腹胀', '局部淋巴结肿大', '咽痛', '淋巴结肿大', '皮疹', '拒食', '呕吐', '充血', '惊厥', '高热', '粒细胞减少', '头痛', '腹痛', '干咳', '疲乏', '鼻衄', '头昏', '结膜充血', '肌痛', '腹泻', '衰弱', '畏寒', '流鼻涕', '流泪', '嗜睡'}
小儿急性喉炎	{'三凹征', '咳嗽', '昏睡', '呼吸困难', '恐惧', '烦躁不安', '口唇发绀', '心音低钝', '充血', '犬吠样咳嗽', '咽喉部充血', '白发', '无力', '面色苍白', '发绀'}
矽肺	{'继发感染', '呼吸音减弱', '气短', '胸痛', '呼气音延长', '呼吸困难', '食欲减退', '桶状胸', '大咯血', '充血', '咳痰', '痰中带血丝', '气急', '肺内病变', '胸闷', '结节', '咳嗽', '衰弱', '咯血', '肺纤维化', '心力衰竭', '盗汗'}
新生儿窒息	{'皮肤苍白', '喘息'}
小儿支原体肺炎	{'呼吸音减弱', '丘疹', '胸痛', '呼吸困难', '心包炎', '咽痛', '皮疹', '胸腔积液', '溶血性贫血', '斑丘疹', '呕吐', '猩红热样皮疹', '低热', '头痛', '干咳', '脓肿', '贫血', '恶心', '厌食', '结节', '肌痛', '咳嗽', '畏寒', '肺不张', '溶血'}
新生儿肺不张	{'胸痛', '咳嗽', '发绀', '呼吸困难', '麻痹', '低氧血症', '肺不张', '心悸', '咳嗽反射', '反复感染', '水肿', '高热'}
小儿感冒	{'头痛', '腹泻', '腹痛', '粘膜充血', '吞咽困难', '呕吐', '鼻塞', '咽痛', '充血', '疱疹', '细菌感染', '无力', '流泪', '溃疡', '急性腹痛', '低热', '惊厥', '高热'}
哮喘	{'咳嗽', '紫绀', '气急', '干咳', '打喷嚏', '喘息', '气管阻塞', '胸闷', '端坐呼吸'}
小儿哮喘	{'呼吸音减弱', '流清涕', '呼吸困难', '奇脉', '烦躁不安', '面色苍白', '耸肩喘息', '心率增快', '端坐呼吸', '哮鸣音', '鼻痒', '三凹征', '颈静脉怒张', '咳痰', '说话时字词不能连续', '胸闷', '发作性咳嗽', '水肿', '水泡', '咳嗽', '鼻翼扇动', '心力衰竭', '肝脏肿大', '冷汗', '喘息'}
小儿肺炎	{'紫绀', '麻痹', '烦躁不安', '腹胀', '面色苍白', '肠鸣音消失', '呕吐', '昏迷', '代谢性酸中毒', '惊厥', '高热', '三凹征', '昏睡', '痰鸣音', '斜视', '干咳', '呻吟', '湿罗音', '水肿', '脑疝', '咳嗽', '腹泻', '肠鸣', '鼻翼扇动', '便血', '肠麻痹', '呛奶', '食欲不振', '食欲下降', '呼吸性酸中毒', '对光反射迟钝', '精神萎靡', '嗜睡', '发绀'}
新生儿呼吸暂停	{'紫绀', '猝死', '败血症'}
先天性肺囊肿	{'继发感染', '咳嗽', '胸痛', '囊肿', '呼吸急促', '气胸', '张力性气胸', '咯血', '脓肿', '脓痰', '肺不张', '呼吸衰竭', '胸闷', '气管移位', '脓胸', '肺部感染', '发绀'}
休克型肺炎	{'咳嗽', '咳痰', '脉搏细速', '发绀', '意识模糊', '冷汗', '无尿', '昏迷', '休克', '冷汗淋漓', '血压下降', '嗜睡', '面色苍白', '肺部感染'}
吸入性肺炎	{'痉挛性咳嗽', '神志不清', '咳嗽', '呼吸困难', '急性呼吸窘迫综合征', '气急', '呕吐', '低氧血症', '二氧化碳潴留', '代谢性酸中毒', '哮鸣音', '发绀'}
腺病毒肺炎	{'继发感染', '丘疹', '呼吸困难', '管性呼吸音', '腹胀', '肝肿大', '脾肿大', '面色苍白', '皮疹', '胸腔积液', '斑丘疹', '呕吐', '咽部充血', '充血', '昏迷', '猩红热样皮疹', '惊厥', '高热', '三凹征', '白发', '湿罗音', '咳嗽', '腹泻', '鼻翼扇动', '心力衰竭', '房室传导阻滞', '传导阻滞', '弛张热', '肺不张', '心动过速', '喘息', '嗜睡', '发绀'}
哮喘性肺嗜酸粒细胞浸润症	{'气急'}
细菌性肺炎	{'胸痛', '呼吸困难', '腹胀', '意识障碍', '乏力', '呕吐', '肌肉酸痛', '铁锈色痰', '惊厥', '高热', '头痛', '咳痰', '干咳', '恶心', '咳嗽', '腹泻', '咯血', '心力衰竭', '畏寒', '急腹症', '胃肠道症状', '嗜睡'}
新生儿湿肺	{'湿罗音', '呻吟', '三凹征', '呕吐'}
胸壁结核	{'脓肿'}
乙醚中毒	{'呼吸困难', '内出血', '心悸', '颅内出血', '角弓反张', '灼痛', '循环衰竭', '呕吐', '流涎', '黄疸', '昏迷', '皮肤弥漫性红肿', '谵妄', '惊厥', '牙关紧闭', '腹痛', '胃扩张', '恶心', '血压下降', '糖尿', '腹泻', '颜面潮红', '毒血症', '阵挛', '面色青紫', '抽搐', '血尿', '发绀'}
淹溺	{'双肺水泡音', '呼吸困难', '烦躁不安', '窒息', '意识障碍', '眼充血', '呼吸衰竭', '呛咳', '性窒息', '充血', '昏迷', '神志模糊', '肺部感染', '口鼻血性分泌物', '四肢酸痛无力', '贫血', '胸闷', '水肿', '水泡', '脑水肿', '咳嗽', '心力衰竭', '溶血', '无力', '发绀'}
衣原体肺炎	{'败血症', '肌痛', '咳嗽', '眼部感染', '粒细胞增多', '呼吸困难', '胸痛', '干咳', '食欲不振', '呕吐', '捻发音', '缓脉', '黄疸', '嗜酸性粒细胞增多', '淋巴结肿大', '恶心', '低热', '脾肿大'}
羊水与胎粪吸入综合征	{'三凹征', '桶状胸', '胎粪污染', '呼吸困难', '气胸', '紫绀'}
一氧化碳中毒	{'眼花', '头痛', '红细胞增多', '头晕', '气急', '呕吐', '疲乏', '昏迷', '心悸', '抽搐', '过度通气', '脑缺氧', '无力', '心律失常', '胃肠道症状', '恶心', '胸闷', '心肌梗死', '心绞痛'}
阻塞性肺气肿	{'肺纹理增多', '呼吸困难'}
支原体肺炎	{'胸痛', '丘疹', '心包炎', '咽痛', '食欲减退', '胸腔积液', '乏力', '溶血性贫血', '斑丘疹', '呕吐', '充血', '血小板减少', '疱疹', '肌肉酸痛', '脑膜炎', '头痛', '干咳', '贫血', '恶心', '血小板减少性紫癜', '紫癜', '咳嗽', '鼻塞', '溶血'}
支气管扩张	{'继发感染', '咳嗽', '咳痰', '乏力', '咯血', '肺纤维化', '毒血症', '呼吸困难', '气急', '脓痰', '盗汗', '食欲减退', '慢性咳嗽', '胸闷', '消瘦', '营养不良', '发绀'}
支气管肺炎	{'粒细胞增多', '呼吸困难', '紫绀', '烦躁不安', '腹胀', '痢疾', '面色苍白', '胸腔积液', '拒食', '循环衰竭', '呕吐', '充血', '昏迷', '偏瘫', '惊厥', '高热', '三凹征', '腹痛', '呻吟', '湿罗音', '急性腹痛', '脓胸', '咳嗽', '腹泻', '脉搏加速', '鼻翼扇动', '呼吸急促', '心力衰竭', '呛奶', '浮肿', '捻发音', '肺不张', '肺过度充气', '嗜睡', '发绀'}
变应性血管炎	{'丘疹', '瘫痪', '肾功能衰竭', '血疱', '心包炎', '尿血', '硬斑', '肾脏受累', '脓疱', '胸腔积液', '系统性血管炎', '乏力', '红斑结节', '炎性细胞浸润', '斑丘疹', '高血压', '溃疡', '脂肪痢', '头痛', '关节肿胀', '蛋白尿', '腹痛', '风团', '皮下结节', '肌肉疼痛', '鼻衄', '心肌梗死', '丹毒', '结节', '复视', '糖尿', '水肿', '紫癜', '视网膜出血', '咯血', '小腿水肿', '便血', '血管炎', '巩膜外层炎', '血尿', '无力', '胃肠道症状'}
病毒性心肌炎	{'胸痛', '心包炎', '心悸', '头晕', '冠状动脉供血不足', '心动过缓', '乏力', '呕吐', '肌肉酸痛', '猝死', '晕厥', '贫血', '恶心', '胸闷', '腹泻', '心力衰竭', '房室传导阻滞', '传导阻滞', '心肌坏死广泛', '休克', '心动过速', '心律失常', '心脏扩大'}
病态窦房结综合征	{'眼花', '胸痛', '乏力', '窦性停搏', '晕厥', '心力衰竭', '易激动', '心悸', '休克', '反应迟钝', '头晕', '失眠', '头昏', '心绞痛'}
